locus_tag,gene_name
sll0819_5'UTR,psaF
slr1842,cysK
sll1355-as,sll1355-as
sll1124-as2,sll1124-as2
sll0309,sll0309
slr0604-as,slr0604-as
slr1393,hik1
sll0010-as,sll0010-as
slr0900-as,slr0900-as
slr0315,slr0315
slr0423,rlpA
slr0969,cobJ
sll0740,sll0740
slr1984,nbp1; rps1b
sll1342,gap2
slr0208_5'UTR,slr0208
slr0345,slr0345
slr1690,slr1690
sll1143_5'UTR,pcrA
slr0713,tgt
ssr7093,ssr7093
slr0370-as,slr0370-as
sll0778-as,sll0778-as
ssr2998-as,ssr2998-as
sll1087_5'UTR,sll1087
slr0250,slr0250
sll0704_5'UTR,nifS
sll0408,sll0408
sll0030,cmpR
slr0012-as,slr0012-as
sll1488_5'UTR,sll1488
ncl0820,ncl0820
slr1585,slr1585
sll0223,ndhB
ncl0710,ncl0710
sll1671,sll1671
sll1775-as,sll1775-as
slr5023,slr5023
sll1123,sll1123
Norf4_5'UTR,Norf4
slr0051,ecaB
6803t35,6803t35
slr2128-as,slr2128-as
sll0914,sll0914
sll0140,sll0140
smr0013,smr0013
sll1228-as,sll1228-as
6803t34,6803t34
sll0362_5'UTR,alaS
slr0645-as2,slr0645-as2
slr0864-as,slr0864-as
ssl1633-as,ssl1633-as
sll1939_5'UTR,sll1939
slr1028-as13,slr1028-as13
ncr0130,ncr0130
slr1535,slr1535
ssl0601-as,ssl0601-as
slr0920,slr0920
slr0302_5'UTR,slr0302
slr1090,slr1090
sll1988,hsp33
slr0449,slr0449
sll0943,sll0943
slr0823,ycf3
sll1599,mntA
slr1096_5'UTR,phdD
ssr3532_5'UTR,ssr3532
sll0084_5'UTR,hisB
slr1192,slr1192
ssl2471,ssl2471
slr1459,apcF
slr1531,ffh
ssr2060,ssr2060
slr0489,slr0489
slr1074,slr1074
sll0597,sll0597
ncl0750,ncl0750
slr0506,por
ssr2754,ssr2754
slr1848,hisD
sll0834,bicA
ncr0910,ncr0910
slr1411,slr1411
slr1549,def
sll1894,ribA
sll1434-as,sll1434-as
ssl2648_5'UTR,ssl2648
sll2013-as,sll2013-as
slr0747-as,slr0747-as
sll1636,fbp
slr1849,merA
slr1899_5'UTR,ureF
slr0951_5'UTR,ispD
slr0300,slr0300
ssl1784,rps15
slr0615,slr0615
slr5038,slr5038
slr1184,slr1184
slr1507,slr1507
sll0733,sll0733
slr1963-as,slr1963-as
slr0249,slr0249
slr0594-as,slr0594-as
sll1749-as,sll1749-as
slr0383,slr0383
sll0558_5'UTR,gun4; ycf53
ssl1328,ssl1328
sll1035-as,sll1035-as
slr1809,slr1809
sll1909_5'UTR,prmA
ncr1380,ncr1380
ssr1041,ssr1041
ncr1300,ncr1300
slr0421,slr0421
slr0171-as,slr0171-as
slr0500_5'UTR,hisB
sll1612,folC
slr0534-as3,slr0534-as3
slr5051,slr5051
sll1835,sll1835
sml0007_3'UTR,psbY
sll0750,hik8;  sasA
slr0848,slr0848
sll1164,sll1164
sll0678,sll0678
slr1095,slr1095
slr1917,slr1917
slr2074,manA
sll1555,hik42
sll0584-as,sll0584-as
sll1549,sll1549
ssl2384,ssl2384
sll1572-as3,sll1572-as3
slr1682,slr1682
slr0646-as,slr0646-as
sll0378,cobA
slr0948,slr0948
slr1123-as,slr1123-as
slr1367-as,slr1367-as
6803t17,6803t17
ncl0080,ncl0080
sll0209_5'UTR,sll0209
6803t39,6803t39
sll1217,sll1217
slr0516,slr0516
slr2046-as3,slr2046-as3
slr1261,slr1261
sll0109_5'UTR,aroH
sll0921_5'UTR,sll0921
slr7058,slr7058
slr0740-as,slr0740-as
sll1902,sll1902
sll1052,sll1052
slr1149,slr1149
sll1020,sll1020
sll1773-as,sll1773-as
ncl1520,ncl1520
sll0669,sll0669
sll1770-as,sll1770-as
slr0550,dapA
sll0563,sll0563
slr0523_5'UTR,bioD
ssr0706,ssr0706
slr1103_5'UTR,slr1103
slr0793,nrsB
ncr1180,ncr1180
ssl3383,ssl3383
sll2011,sll2011
sll1693,sll1693
sll0080_3'UTR,argC
sll0536,sll0536
ssl3649,ssl3649
slr1249-as,slr1249-as
ncr0210,ncr0210
slr1331,ymxG
sll0588,sll0588
slr1263-as,slr1263-as
slr0600,slr0600
ssl3437-as,ssl3437-as
sll0567-as,sll0567-as
slr7071,slr7071
slr0438,slr0438
slr1560_5'UTR,hisS
sll0241,sll0241
sll1615,thdF
ncl1045,ncl1045
6803t01,6803t01
slr0869-as2,slr0869-as2
sll1906-as,sll1906-as
slr1983,slr1983
smr0007,psbL
slr1414-as,slr1414-as
ssl1507,ssl1507
6803t31,6803t31
slr0758-as,slr0758-as
sll0930,sll0930
ssr2755-as,ssr2755-as
sll0167,sll0167
ssr7036,ssr7036
slr2130-as,slr2130-as
sll0779-as,sll0779-as
ncl1210,ncl1210
slr1028-as14,slr1028-as14
slr1270_5'UTR,slr1270
sll1306-as,sll1306-as
ncl1610,ncl1610
sll0337-as,sll0337-as
ncr0630,ncr0630
sll1095_5'UTR,sll1095
slr1957_5'UTR,slr1957
sml0001,psbI
sll1239,sll1239
slr1464,slr1464
6803t41,6803t41
ncl0190,ncl0190
slr1484,slr1484
sll0654,sll0654
sll1500-as,sll1500-as
slr1771-as,slr1771-as
sll1724-as,sll1724-as
slr0854-as,slr0854-as
slr0447_5'UTR,urtA
sll0765-as3,sll0765-as3
6803t30,6803t30
sll0488,sll0488
ssl2923,vapC
slr1081_5'UTR,slr1081
slr1205,slr1205
slr0510,slr0510
sll0574-as,sll0574-as
sll0406-as,sll0406-as
sll1204,sll1204
sll1841,odhB
ssr2899,ssr2899
sll1374-as,sll1374-as
slr0949,natD
ssr2962,ssr2962
slr2111,slr2111
sll1750-as2,sll1750-as2
sll0436,sll0436
slr0697-as,slr0697-as
sll1630,sll1630
slr1081-as,slr1081-as
sll1045,mutT
slr0943,fda
slr1584,slr1584
sll1562,sll1562
slr0913-as,slr0913-as
slr0251,ycf85
sll1696,sll1696
slr1537,slr1537
sll1710-as,sll1710-as
ncl0160,ncl0160
ncr1290,ncr1290
ssr1528_5'UTR,ssr1528
sll0681_5'UTR,pstC
slr0899,cynS
sll0723-as,sll0723-as
ncl0610,ncl0610
slr1693,pixE
ssr0349,ssr0349
slr1317,fecD
sll0732-as,sll0732-as
sll1620,sll1620
ssl3769,ssl3769
ssl0511,ssl0511
sll1334-as2,sll1334-as2
slr2102_5'UTR,ftsY
sll0593_5'UTR,glk
slr0106-as,slr0106-as
slr2025,slr2025
slr1902,slr1902
slr1584_5'UTR,slr1584
sml0002_5'UTR,psbX
slr5124,slr5124
slr1815,slr1815
sll0227,ppiB
slr1869-as,slr1869-as
ssr1114_5'UTR,ssr1114
slr1171_5'UTR,gpx1
slr2089-as,slr2089-as
sll1329,sll1329
slr0954,slr0954
sll1796,petJ
slr0770-as2,slr0770-as2
slr0596,slr0596
sll1409,fhuA
sll0507,sll0507
slr1935,slr1935
slr0393,slr0393
ssl0241_5'UTR,ssl0241
sll0312,sll0312
sll0208_3'UTR,sll0208
slr1307-as,slr1307-as
ssr7040,ssr7040
ssl1972-as,ssl1972-as
ssl2648,ssl2648
slr0488,slr0488
sll1206-as2,sll1206-as2
sll1398,psb28;  psbW;  psb13;  ycf79
sll0643_5'UTR,ureG
ssl2245,ssl2245
ncl0990,ncl0990
slr0440,slr0440
slr0681,slr0681
slr1318,fecE
ncl1370,ncl1370
slr0727-as,slr0727-as
sll0656-as3,sll0656-as3
sll0021,sll0021
ncl1650,ncl1650
slr0891-as,slr0891-as
ssl0385,ssl0385
sll0938,sll0938
slr0989,slr0989
slr1612-as,slr1612-as
slr1098,slr1098
slr1944,slr1944
slr8037,slr8037
sll0681-as,sll0681-as
slr1084,slr1084
ssl2922,vapB
slr0442-as,slr0442-as
slr1821_5'UTR,slr1821
slr7059,slr7059
slr1187_5'UTR,slr1187
ncr0550,ncr0550
ncl1700,ncl1700
sll1401,sll1401
sll0853_5'UTR,sll0853
slr0103,slr0103
sll1496-as2,sll1496-as2
sll1473,sll1473; ccaS
sll0219-as,sll0219-as
slr1083-as,slr1083-as
slr1520,slr1520
slr1340,slr1340
ncr0740,ncr0740
sll1374,sll1374
ncr0980,ncr0980
slr0399,ycf39
slr0381,slr0381
slr0493_3'UTR,rfbM
slr0919,slr0919
sll0787,sll0787
slr0655-as,slr0655-as
slr1142_5'UTR,slr1142
sll0086,sll0086
sll1545,gst1
sll0735_5'UTR,sll0735
slr1187,slr1187
sll0679,sphX
slr7061,slr7061
sll1119,sll1119
sll1626_5'UTR,lexA
ssl1091_5'UTR,ssl1091
ssr2723,clpS
sll1483,sll1483
slr0804_5'UTR,dacB
ssr2711,ssr2711
slr2070-as,slr2070-as
sll0886,sll0886
slr0319,blaOXA-3
slr1077-as,slr1077-as
sll2015,sll2015
sll1344,sll1344
slr7091,slr7091
slr1085,slr1085
slr1200,livH
sll1594-as,sll1594-as
sll0720,sll0720
sll0184_5'UTR,sigC
slr0186_5'UTR,leuA
sll1251_5'UTR,sll1251
slr1122_5'UTR,slr1122
sll0477,sll0477
sll1123-as,sll1123-as
sll0223-as,sll0223-as
sll1027-as,sll1027-as
slr1087,slr1087
slr1917_5'UTR,slr1917
slr1032,slr1032
sll0397,sll0397
sll1775_5'UTR,sll1775
slr0907-as2,slr0907-as2
slr0067,slr0067
ssr1562_5'UTR,ssr1562
slr0929,slr0929
sll1942,sll1942
slr1298,slr1298
slr0612,slr0612
sll1717,sll1717
sll0263,sll0263
sll0379_5'UTR,lpxA
ncr0810,ncr0810
slr0217_5'UTR,slr0217
slr1651-as,slr1651-as
slr1248,pstC
6803t33,6803t33
sll0396,sll0396
sll0647,sll0647
ncr0320,ncr0320
slr0944,slr0944
slr0713-as2,slr0713-as2
slr1464_5'UTR,slr1464
slr0009,rbcL
slr1944-as,slr1944-as
slr0836,rfbB
ssl0769,ssl0769
slr0746,stpA
sll0300,ribC
slr0876_5'UTR,slr0876
slr0152-as,slr0152-as
sll0236_5'UTR,sll0236
ncr1510,ncr1510
ncl0215,ncl0215
ssr1880,ssr1880
slr2034-as,slr2034-as
sll1931,glyA
sll0922,sll0922
slr0039,slr0039
ncr0410,ncr0410
sll1612-as,sll1612-as
slr0642-as,slr0642-as
sll0779-as2,sll0779-as2
slr1219-as2,slr1219-as2
ncl1740,ncl1740
slr1102-as,slr1102-as
slr1783-as,slr1783-as
slr1403-as3,slr1403-as3
ssl3549_5'UTR,ssl3549
slr0346,rnc
slr1075,slr1075
sll0644_5'UTR,sll0644
sll1814-as,sll1814-as
slr1886_5'UTR,slr1886
ssr3572,ssr3572
smr0002,smr0002
sll1973_5'UTR,sll1973
sll0821,cph2
slr1413-as,slr1413-as
ncr1160,ncr1160
sll0445-as,sll0445-as
ssl3177,repA
sll0184,sigC
6803t02,6803t02
slr1491,fecB
sll0533,tig
sll1218,ycf39
slr0817-as,slr0817-as
sll0614,sll0614
slr1272,slr1272
sll6053,sll6053
ncl1790,ncl1790
ssl1920-as,ssl1920-as
Norf4_3'UTR,Norf4
ncl1220,ncl1220
slr0701,merR
slr1931-as,slr1931-as
sll1064-as,sll1064-as
slr1223-as,slr1223-as
sll1236_5'UTR,sll1236
slr0628_5'UTR,rps14
slr1924-as,slr1924-as
sll0427,psbO
sll1196_5'UTR,pfkA1
slr1887,hemC
slr0060,slr0060
slr0120,slr0120
slr1926_5'UTR,slr1926
slr1717,slr1717
slr1462_5'UTR,slr1462
slr1234,slr1234
sll0489,sll0489
sll0702,sll0702
slr1100,slr1100
slr1560,hisS
slr1339,slr1339
slr0181,recO
slr1127,slr1127
sll1228_5'UTR,hik4
slr0823-as,slr0823-as
slr0073,hik36
slr1393-as3,slr1393-as3
sll1251,sll1251
slr2116,spsA
slr1416,morR
slr1543,slr1543
slr1598_5'UTR,lipA
slr0645-as,slr0645-as
sll0544-as,sll0544-as
sll0980-as,sll0980-as
sll0931,sll0931
slr0687,pleD
sll1453-as,sll1453-as
sll1348,sll1348
slr1721-as,slr1721-as
smr0003_5'UTR,petM
ncl1630,ncl1630
ssr1789,hliD;  scpE
sll1138,sll1138
sll1722-as,sll1722-as
sgl0001,sgl0001
slr1503,slr1503
sml0012,sml0012
sll0891,citH
sll0176_5'UTR,sll0176
slr0662-as,slr0662-as
sll0923-as,sll0923-as
slr1906,slr1906
sll1424,sll1424
slr1459-as,slr1459-as
slr1906_5'UTR,slr1906
ncl0430,ncl0430
sll1845,sll1845
ncl0580,ncl0580
sll2002,sll2002
slr0112_5'UTR,slr0112
ncl0560,ncl0560
slr1731-as,slr1731-as
slr1348,cysE
slr5082,slr5082
sll0708,ksgA
slr1876,slr1876
sll1393,glgA2
sll2012,sigD
slr1524,slr1524
ncr0220,ncr0220
slr1203,slr1203
slr2118-as,slr2118-as
slr1322-as2,slr1322-as2
slr0546,trpC
sll1891_5'UTR,sll1891
slr0966,trpA
slr1395,slr1395
slr1734_5'UTR,opcA
sll1427_5'UTR,hhoB
slr0335_5'UTR,apcE
sll0753-as,sll0753-as
sll0751,sll0751
sll0793-as,sll0793-as
slr0453-as,slr0453-as
sll1664-as,sll1664-as
sll1204-as,sll1204-as
slr0536-as2,slr0536-as2
slr1444,slr1444
slr0953,slr0953
sll1633_5'UTR,ftsZ
slr0918_5'UTR,map
ssr3129-as,ssr3129-as
slr2024,slr2024
sll0162_5'UTR,sll0162
sll0446-as,sll0446-as
sll0444,sll0444
slr0582,slr0582
sll1255,sll1255
sml0008,psaJ
sll0708-as,sll0708-as
slr2051_5'UTR,cpcG1
sll1917-as,sll1917-as
slr0927_3'UTR,psbD2
slr0680,slr0680
slr0452,ilvD
sll0409,sll0409
6803t11,6803t11
sll0268,sll0268
slr0210-as,slr0210-as
sll1665_5'UTR,sll1665
sll0024-as,sll0024-as
sll0180_5'UTR,sll0180
sll1484_5'UTR,ndbC
slr2132-as2,slr2132-as2
slr1591,slr1591
sll1058,dapB
sll0761,sll0761
slr1462-as,slr1462-as
sll1476,sll1476
sll1072,sll1072
ncl0390,ncl0390
ssr0854,ssr0854
slr1197-as,slr1197-as
ssr1386,ndhL
slr0496,slr0496
slr0804,dacB
slr0273,slr0273
sll1980_5'UTR,trxA
slr1306,slr1306
sll1326-as,sll1326-as
sll7106,sll7106
sll0712,cysM
slr0022,slr0022
sll1404,exbB
slr0662-as2,slr0662-as2
sll1363,ilvC
ssl0564,ssl0564
sll0401_5'UTR,gltA
sll0710-as,sll0710-as
sll0405_5'UTR,sll0405
sll0641-as,sll0641-as
6803t14,6803t14
slr2117,slr2117
slr1978,slr1978
sll0174-as2,sll0174-as2
slr1828-as,slr1828-as
slr2136,gcpE
sll1852_5'UTR,ndkR
sll0927,metX
ssr1391,ssr1391
ssr2333,ssr2333
sll1457_5'UTR,rfbJ
slr0721_5'UTR,me
slr1579,slr1579
sll1291_5'UTR,taxP2
slr2114,spsC
sll0356,trpF
sll0847,sll0847
sll1043_5'UTR,pnp
ncr1220,ncr1220
slr1028-as6,slr1028-as6
slr1224-as,slr1224-as
slr1254-as,slr1254-as
slr0055,trpG
ssl2069,ssl2069
slr1403-as8,slr1403-as8
sll0364-as,sll0364-as
ssl1255,ssl1255
sll1792,sll1792
sll1885_5'UTR,sll1885
slr1928-as,slr1928-as
slr0039-as,slr0039-as
slr0608,hisIE
slr1956,slr1956
sll0648,lim
sll0555,map
sll1414_5'UTR,sll1414
sll1205-as,sll1205-as
ssr0332,ssr0332
slr0346-as,slr0346-as
slr1956_5'UTR,slr1956
slr1727-as2,slr1727-as2
slr0771-as,slr0771-as
slr0495,slr0495
slr0197,comA
sll1341_5'UTR,bfr
sll0577,sll0577
slr1329_5'UTR,atpB
slr2062,slr2062
slr1020,sqdB
ncr1390,ncr1390
ssr0706-as,ssr0706-as
slr0345-as,slr0345-as
ssl3297,ssl3297
slr1260,slr1260
ssl3549,ssl3549
slr1150,slr1150
slr0798-as,slr0798-as
slr1847,slr1847
slr0492-as,slr0492-as
slr0112,slr0112
slr0454-as,slr0454-as
ncr0140,ncr0140
sll0082-as,sll0082-as
ncr1120,ncr1120
slr1664,slr1664
sll1811-as,sll1811-as
slr1751-as,slr1751-as
sll0798-as4,sll0798-as4
sll1508,lpxC
smr0015,smr0015
slr0462,slr0462
slr1406,slr1406
slr0806-as,slr0806-as
sll0552,sll0552
slr8038,slr8038
slr5101,slr5101
sll0263-as,sll0263-as
sll0295-as,sll0295-as
slr0966_5'UTR,trpA
sll0760,ycf38
sll1867-as,sll1867-as
slr1592,slr1592
6803t42,6803t42
slr1780-as,slr1780-as
sll0923_5'UTR,epsB
slr1614,slr1614
ssl1923,ssl1923
sll0245,sll0245
slr1332-as,slr1332-as
sll0815,sll0815
sll1888-as2,sll1888-as2
slr0444_5'UTR,aroA
slr0368_5'UTR,slr0368
sll0593,glk
slr0798_5'UTR,ziaA
slr2005_5'UTR,slr2005
slr0213-as,slr0213-as
slr1019,slr1019
sll0371-as,sll0371-as
ssl1047_5'UTR,ssl1047
slr1734-as,slr1734-as
slr0634,slr0634
slr0420,slr0420
sll0290-as,sll0290-as
ssr1513,ssr1513
sll0201,sll0201
ssr3154,ssr3154
slr0439,slr0439
sll1481,sll1481
slr0752,eno
ncl1330,ncl1330
6803r06,rrn5Sb
sll1882_5'UTR,sll1882
ssl0707_5'UTR,glnB
sll1864,sll1864
slr1490,fhuA
slr2130-as2,slr2130-as2
sll1540,dpm1
slr1903,slr1903
sll0698,dspA;  dfr;  hik33;  nblS
slr1708_5'UTR,slr1708
sll0554_5'UTR,ftrC
slr0711,slr0711
sll1900,act
sll0776-as,sll0776-as
slr2143-as,slr2143-as
sll0760-as,sll0760-as
slr1907,slr1907
slr0347,slr0347
sll1459-as,sll1459-as
slr0865,slr0865
slr0458,slr0458
slr0552_5'UTR,slr0552
ssr0692-as,ssr0692-as
sll1040_5'UTR,sll1040
sll1341-as,sll1341-as
slr1949,slr1949
ncr1460,ncr1460
sll1739,sll1739
sll0912_5'UTR,sll0912
ssr0550,ssr0550
slr0605,slr0605
slr2043-as,slr2043-as
sll1350,sll1350
sll1355_5'UTR,sll1355
sll2001-as,sll2001-as
slr0294,slr0294
slr1655-as,slr1655-as
slr1570,slr1570
sll0227-as,sll0227-as
slr1742,slr1742
ncr0870,ncr0870
sll1408,pcrR
sll1527-as,sll1527-as
sll0613,ruvB
slr0583,slr0583
ncr0020,ncr0020
sll1883,argJ
slr1691-as,slr1691-as
slr1583,slr1583
sll0540,sll0540
sll0037,sll0037
slr1235,slr1235
slr0924_5'UTR,slr0924
slr1403-as4,slr1403-as4
ncr1650,ncr1650
slr1315-as,slr1315-as
slr1908,slr1908
slr1147-as,slr1147-as
ncl0910,ncl0910
slr1914,slr1914
slr1719,drgA
slr0442,slr0442
ssl2598_5'UTR,psbH
ncl1270,ncl1270
slr0455,slr0455
slr0006_5'UTR,slr0006
sll0825,pcnB
slr0144_5'UTR,slr0144
ncl1490,ncl1490
ncl0440,ncl0440
slr1534-as,slr1534-as
sll1712_5'UTR,sll1712
sll0855-as,sll0855-as
sll0325-as,sll0325-as
slr2026-as,slr2026-as
slr1865-as,slr1865-as
ssr2087,ssr2087
sll0688,sll0688
slr0420_5'UTR,slr0420
ssr0536,ssr0536
sll1658,sll1658
slr0415-as2,slr0415-as2
sll1182,petC3
slr1722,guaB
ssr1375-as2,ssr1375-as2
smr0012,smr0012
sll0992-as,sll0992-as
slr2082_5'UTR,ctaDII
sll1868,dnaG
ncr1520,ncr1520
ssl2996,ssl2996
ncr1410,ncr1410
ssr3467,ssr3467
slr1708,slr1708
slr0915,slr0915
sll0549_5'UTR,sll0549
sll0228,speB1
ssr1600,ssr1600
slr0963-as3,slr0963-as3
sml0004_5'UTR,petN
slr5056,slr5056
slr0856,slr0856
sll0534,clpP2
sll1330,sll1330
ssr3451,psbE
ssl1378-as,ssl1378-as
slr0525_5'UTR,chlM
slr1289,icd
slr0309,slr0309
slr0807-as3,slr0807-as3
ncl0110,ncl0110
sll1560,sll1560
sll1892,sll1892
slr1939-as,slr1939-as
sll1521-as,sll1521-as
slr1207-as,slr1207-as
sll0501,sll0501
sll0498-as,sll0498-as
sll1656-as,sll1656-as
sll1214_5'UTR,cycI; ycf59
slr1928,pilA5
sml0002,psbX
slr0798,ziaA
slr1760,slr1760
ncr0530,ncr0530
sll1425_5'UTR,proS
sll1110-as,sll1110-as
sll0930-as2,sll0930-as2
slr0689-as,slr0689-as
smr0014,smr0014
slr1376,slr1376
slr1135,slr1135
slr1919-as,slr1919-as
ssl2502,ssl2502
slr1070,slr1070
slr1076-as,slr1076-as
sll1744-as,sll1744-as
slr1807,slr1807
slr0682,hisD
sll1249,panC
slr0017,murA
sll0640_5'UTR,Sac1
slr1507_5'UTR,slr1507
sll1692,sll1692
slr5029,slr5029
ssr2848,ssr2848
ssr2047_5'UTR,ssr2047
slr1367_5'UTR,glgP2
slr1645_5'UTR,psb27;  psbZ
sll0459,uvrB
slr0529-as,slr0529-as
sll1481_5'UTR,sll1481
slr1079,slr1079
slr0981-as,slr0981-as
sll0818,sll0818
slr0624,slr0624
ssl2823,ssl2823
ssr2087-as,ssr2087-as
slr1397,slr1397
sll1869_5'UTR,cbaB
6803t36,6803t36
slr0096,slr0096
sll0487,sll0487
sll1895-as,sll1895-as
ncl0940,ncl0940
sll1699-as,sll1699-as
slr1660,slr1660
slr1705,aspA
sll1273,sll1273
slr1249,pstA
sll0765,sll0765
sll1473-as,sll1473-as
slr7005,slr7005
slr1894,slr1894
sll1730-as2,sll1730-as2
ssr2806,ssr2806
ssl3382-as,ssl3382-as
slr8030,slr8030
sll0696-as,sll0696-as
sll0648-as,sll0648-as
sll1937,fur
sll0980,sll0980
ssr2857,atx1
ncr0590,ncr0590
slr2087,ccs1;  ycf44
sll1427,hhoB
slr2123,slr2123
ssl0483,ssl0483
slr0016,slr0016
sll0372-as,sll0372-as
sll1340_5'UTR,sll1340
slr0667_5'UTR,slr0667
slr1819,slr1819
sll0767-as,sll0767-as
sll0888_5'UTR,sll0888
slr1187-as,slr1187-as
slr0394,pgk
sll1496_5'UTR,sll1496
sll1489,cpmA
slr1912_5'UTR,slr1912
sll0274_5'UTR,sll0274
slr1657-as,slr1657-as
sll1161-as,sll1161-as
ncr1660,ncr1660
sll0677,sll0677
sll0650,sll0650
slr0076_5'UTR,slr0076
sll0252_5'UTR,sll0252
slr1161,slr1161
sml0007_5'UTR,psbY
sll0461_5'UTR,proA
slr0104-as,slr0104-as
slr7016,slr7016
ncl0200,ncl0200
sll0728-as2,sll0728-as2
slr1300_5'UTR,ubiH
slr1732,slr1732
sll1104-as,sll1104-as
sll0204-as,sll0204-as
sll0631,nadB
sll0092,sll0092
slr1103-as,slr1103-as
slr1644_5'UTR,slr1644
sll1586-as2,sll1586-as2
slr0695,slr0695
slr0245,slr0245
slr1790-as2,slr1790-as2
slr1912,slr1912
slr1198,slr1198
slr1213-as,slr1213-as
slr1827,slr1827
sll1272-as,sll1272-as
slr0822,slr0822
slr1960,slr1960
sll1247-as,sll1247-as
sll1513-as,sll1513-as
sll1920-as,sll1920-as
slr2121,slr2121
sll1468,crtR
sll1323,atpG
sll1078,hypA2
ssl1426_5'UTR,rpl35
ssl0352_5'UTR,ssl0352
CRISPR1,CRISPR1 array
slr1759,hik14
slr1438,slr1438
ncr0440,ncr0440
sll0645,sll0645
sll1528-as2,sll1528-as2
slr0780_5'UTR,slr0780
sll1686-as,sll1686-as
slr0015,lpxB
slr1779,pdxJ
slr1541,slr1541
slr2006-as,slr2006-as
slr0556-as,slr0556-as
sll1611-as,sll1611-as
slr2088-as,slr2088-as
sll0047_5'UTR,ycf12
ncl1320,ncl1320
sll1084-as,sll1084-as
sll1626,lexA
slr0317-as,slr0317-as
sll1672-as,sll1672-as
sll1818-as,sll1818-as
slr1693_5'UTR,pixE
ncl1310,ncl1310
ssl1784_5'UTR,rps15
sll1440,pdxH
slr1736,slr1736
sll0240,sll0240
sll0657,mraY
sll0837,sll0837
ncr0940,ncr0940
slr1611,slr1611
sll1894-as,sll1894-as
slr2000,slr2000
Norf1,Norf1
Norf1_5'UTR,Norf1
sll0982,sll0982
sll1574,spkA'
slr1595,nhaS4
sll0036,sll0036
sll0901,purE
sll1377,sll1377
sll0247_5'UTR,isiA
slr7105,slr7105
sll0827,sll0827
ncl1150,ncl1150
slr1896_5'UTR,slr1896
sll0587-as,sll0587-as
sll1476-as,sll1476-as
ssr3570_5'UTR,ssr3570
slr1327-as,slr1327-as
ncr0800,ncr0800
slr1763-as,slr1763-as
sll0601-as,sll0601-as
slr1237,codA
sll0145-as,sll0145-as
sll0154,sll0154
slr0056-as3,slr0056-as3
slr1330_5'UTR,atpE
ncr0575,ncr0575
slr0110,slr0110
slr1253,slr1253
ssr3189,ssr3189
sll1694_5'UTR,pilA1
sll0310,sll0310
slr1418,pyrD
slr0741,phoU
slr1865,slr1865
slr1250,pstB
sll1908-as,sll1908-as
slr1277-as3,slr1277-as3
sll0188-as,sll0188-as
slr1718_5'UTR,slr1718
6803t20,6803t20
slr0427,slr0427
slr0084,hisH
sll0621,ccdA
slr1999,slr1999
sll0322-as,sll0322-as
slr2015,pilA9
slr0291,slr0291
ssr7084,ssr7084
slr2125,slr2125
slr1529,slr1529
sll0509,sll0509
slr2105,slr2105
sll1308,sll1308
slr0311,hik29
sll1112,aroQ
sll1958,hisC
sll1577_5'UTR,cpcB
slr1142,slr1142
sll0359_5'UTR,sll0359
sll1399,sll1399
6803t38,6803t38
sll0660,pdxA
sll0195,sll0195
slr0591,slr0591
sll0191,sll0191
sll1643,sll1643
ncl0770,ncl0770
slr0369-as,slr0369-as
slr1968-as,slr1968-as
slr0395,ntcB
slr0756-as,slr0756-as
slr0795,nrsC
sll1498,carA
slr0361,slr0361
slr0191,lytB
slr1821,slr1821
ncl1040,ncl1040
slr0680-as,slr0680-as
ncl0060,ncl0060
sll0506,sll0506
sll0179,gltX
slr1755,gpsA
slr0145-as,slr0145-as
ssl2781_5'UTR,ssl2781
sll0156,sll0156
slr0574,cyp
slr1101-as,slr1101-as
slr1615-as,slr1615-as
sll0920-as,sll0920-as
ncl1060,ncl1060
slr0643-as,slr0643-as
slr1122,slr1122
slr0936-as2,slr0936-as2
sll1283-as,sll1283-as
sll1730,sll1730
ncr0470,ncr0470
slr1942,kaiC3
slr7081,slr7081
ncl0130,ncl0130
slr1069,slr1069
slr0710-as,slr0710-as
slr2107_5'UTR,kpsM
ncr1430,ncr1430
sll1112-as,sll1112-as
slr1227-as,slr1227-as
slr0585_5'UTR,argG
slr2025_5'UTR,slr2025
sll0002-as,sll0002-as
slr1212-as,slr1212-as
slr0312,slr0312
ncr0040,ncr0040
slr1718-as,slr1718-as
slr0520-as,slr0520-as
sll1049,sll1049
slr1047,pleD
sll0819,psaF
slr0352,slr0352
sll0216,sll0216
slr0835-as,slr0835-as
slr2081,tyrA
sll0163-as2,sll0163-as2
sll0926-as2,sll0926-as2
sll0401,gltA
sll1130-as,sll1130-as
slr1975-as,slr1975-as
ncl0950,ncl0950
slr1042,pilH
slr1691,nadE
slr1744-as2,slr1744-as2
slr0807-as2,slr0807-as2
slr1119-as,slr1119-as
slr2087_5'UTR,ccs1;  ycf44
slr0487_5'UTR,slr0487
ssl3222-as,ssl3222-as
slr1442,slr1442
sll1262,sll1262
sll1028-as,sll1028-as
sll0899-as,sll0899-as
ncl0020,ncl0020
slr0368,slr0368
slr0408-as3,slr0408-as3
slr0491,slr0491
slr0436,ccmO
slr1448,cscK
slr1796_5'UTR,slr1796
slr1066,slr1066
slr2015_5'UTR,pilA9
slr1890,bfr
ncr0380,ncr0380
slr1834_5'UTR,psaA
sll1276,sll1276
ncl0570,ncl0570
slr2067-as2,slr2067-as2
slr2101,slr2101
slr0813,slr0813
ssl2153,rpiB
